例句編號,主編碼,釋義編號,例句順序,例句,例句標音,華語翻譯
2578,2521,3447,1,天氣咧變誠緊，早晏愛會記得疊衫。,"Thinn-khì teh piàn tsiânn kín, tsá-uànn ài ē-kì-tit tha̍h sann. ",天氣的變化很快，早晚要記得添加衣服。
2579,2524,3450,1,伊生做曲痀曲痀。,I senn-tsò khiau-ku-khiau-ku. ,他長得一副駝背的樣子。
2580,2525,3451,1,七少年八少年就著這款死症，可憐！,"Tshit siàu-liân peh siàu-liân tō tio̍h tsit khuán sí-tsìng, khó-liân! ",年紀輕輕的就患了這種不治之症，可憐！
2581,2526,3452,1,收租食產,siu-tsoo tsia̍h sán,收取租金，靠祖產生活。形容不工作，僅靠家產生活的人。
2582,2527,3453,1,伊的目睭真有神。,I ê ba̍k-tsiu tsin ū-sîn. ,她的眼睛很有神采。
2583,2528,3454,1,伊逐工早起攏會去公園運動。,I ta̍k kang tsá-khí lóng ē khì kong-hn̂g ūn-tōng. ,他每天早上都會到公園運動。
2584,2528,3455,1,我無食早起。,Guá bô tsia̍h tsá-khí. ,我沒吃早餐。
2585,2529,3456,1,早起頓愛食，才有體力。,"Tsá-khí-tǹg ài tsia̍h, tsiah ū thé-la̍t. ",早餐要吃，才會有體力。
2586,2531,3458,1,想袂到伊會成做地方上的頭人。,Siūnn bē kàu i ē tsiânn-tsò tē-hng siōng ê thâu-lâng. ,想不到他會成為地方的領導者。
2587,2532,3459,1,予我等有夠久。,Hōo guá tán ū-kàu kú. ,讓我等很久。
2588,2532,3460,1,你錢若有夠才通買。,Lí tsînn nā ū-kàu tsiah thang bé. ,你有足夠的錢再買。
2589,2532,3460,2,氣力有夠,khuì-la̍t ū-kàu,力氣足
2590,2534,3461,1,我知影你對伊有情。,Guá tsai-iánn lí tuì i ū-tsîng. ,我知道你對他有感情。
2591,2534,3462,1,伊真有情，搬去遐久矣，閣會定定來相揣。,"I tsin ū-tsîng, puann-khì hiah kú--ah, koh ē tiānn-tiānn lâi sio-tshuē. ",他真有情，搬離開那麼久了，還會常常來拜訪。
2592,2537,3465,1,這个辦法有通，咱就按呢試看覓。,"Tsit ê pān-huat ū-thong, lán tō án-ne tshì-khuànn-māi. ",這個辦法行得通，我們就這樣試試看。
2593,2538,3466,1,藥膏抹落去粒仔就收喙矣。,Io̍h ko buah--lo̍h-khì lia̍p-á tō siu-tshuì--ah. ,藥膏抹上去傷口就癒合了。
2594,2539,3467,1,這件代誌真僫收場。,Tsit kiānn tāi-tsì tsin ò siu-tiûnn. ,這件事很難收場。
2595,2539,3468,1,電影已經收場矣。,Tiān-iánn í-king siu-tiûnn--ah. ,電影已經散場了。
2596,2541,3470,1,你毋通傷有款。,Lí m̄-thang siunn ū-khuán. ,你不要太不像樣。
2597,2542,3471,1,伊慣勢早睏，過九點就毋通閣敲電話予伊。,"I kuàn-sì tsá-khùn, kuè káu tiám tō m̄-thang koh khà-tiān-uē hōo--i. ",他習慣早睡，過九點就不要打電話給他。
2598,2543,3472,1,索仔若拍死結就真僫敨開。,Soh-á nā phah sí-kat tō tsin ò tháu--khui. ,繩子如果打死結就會很難解開。
2599,2544,3473,1,規家伙仔攏死絕矣。,Kui-ke-hué-á lóng sí-tse̍h--ah. ,全家都死光了。
2600,2544,3474,1,䆀甲死絕,bái kah sí-tse̍h,醜到極點
2601,2545,3475,1,做人愛有量，才會有福報。,"Tsò-lâng ài ū-liōng, tsiah ē ū hok-pò. ",做人要有度量，才會有福報。
2602,2546,3476,1,有閒才閣來阮兜𨑨迌。,Ū-îng tsiah-koh lâi guán tau tshit-thô. ,有空再來我家玩。
2603,2547,3477,1,伊誠愛收集郵票。,I tsiânn ài siu-tsi̍p iû-phiò. ,他很喜歡收集郵票。
2604,2548,3478,1,這粒雞卵有雄。,Tsit lia̍p ke-nn̄g ū-hîng. ,這顆雞蛋已經受精了。
2605,2549,3479,1,你早暗愛會記得食藥仔。,Lí tsá-àm ài ē kì-tit tsia̍h io̍h-á. ,你早晚要記得吃藥。
2606,2550,3481,1,你免數想，人伊已經死會矣。,"lí bián siàu-siūnn, lâng i í-king sí-huē--ah. ",你不用痴心妄想，他已經死會了。
2607,2551,3482,1,人若有歲，身體就會開始厚毛病。,"Lâng nā ū-huè, sin-thé tō ē khai-sí kāu môo-pēnn. ",人如果上了年紀，身體就會開始有很多毛病。
2608,2552,3483,1,伊的性地真好，毋過有當時仔嘛是會掠狂。,"I ê sìng-tē tsin hó, m̄-koh ū-tang-sî-á mā sī ē lia̍h-kông. ",他的脾氣是很好，但是有時候也會抓狂。
2609,2555,3486,1,神明若有聖，愛替我做主。,"Sîn-bîng nā ū-siànn, ài thè guá tsò-tsú. ",神明如果靈驗，要替我做主。
2610,2556,3487,1,曲跤坐，感覺較輕鬆。,"Khiau-kha tsē, kám-kak khah khin-sang. ",翹著二郎腿坐著，感覺比較輕鬆。
2611,2556,3488,1,曲跤撚喙鬚。,Khiau-kha lián tshuì-tshiu. ,翹腿捻鬍子，表示十分悠閒。
2612,2557,3489,1,伊收跤洗手誠濟年矣。,I siu-kha-sé-tshiú tsiânn tsē nî--ah. ,他退隱江湖很多年了。
2613,2558,3490,1,頭前是死路，行袂出去。,"Thâu-tsîng sī sí-lōo, kiânn bē tshut-khì. ",前面是死路，走不出去。
2614,2558,3491,1,自揣死路,tsū tshuē sí-lōo,自找死路
2615,2559,3492,1,遮个先留落來，後擺猶有路用。,"Tsia-ê sing lâu--lo̍h-lâi, āu-pái iáu ū-lōo-īng. ",這些先留下來，以後還有用處。
2616,2561,3494,1,你有食早頓無？,Lí ū tsia̍h tsá-tǹg--bô? ,你吃早餐了嗎？
2617,2562,3495,1,阮兜是阮阿爸咧扞鼎灶。,Guán tau sī guán a-pah teh huānn-tiánn-tsàu. ,我家是我爸爸在掌廚。
2618,2563,3496,1,昨日暗，阿公有託夢予我。,"Tso̍h--ji̍t àm, a-kong ū thok-bāng hōo--guá. ",前天晚上，阿公託夢給我。
2619,2564,3497,1,做人愛較樸實咧，毋通傷虛華。,"Tsò-lâng ài khah phoh-si̍t--leh, m̄-thang siunn hi-hua.",做人要實在一點，不要太浮誇。
2620,2565,3498,1,你若欲食毋討趁，早慢就愛做乞食。,"Lí nā beh tsia̍h m̄ thó-thàn, tsá-bān tō ài tsò khit-tsia̍h. ",你要是好吃懶做成性，遲早會變成乞丐。
2621,2566,3499,1,彼个人做代誌死趖死趖，看著足袂慣勢。,"Hit ê lâng tsò tāi-tsì sí-sô-sí-sô, khuànn-tio̍h tsiok bē kuàn-sì. ",那個人做事慢吞吞，看了很不習慣。
2622,2567,3500,1,你講的話敢有影？,Lí kóng ê uē kám ū-iánn? ,你說的是真的嗎？
2623,2568,3501,1,予伊扞數我較放心。,Hōo--i huānn-siàu guá khah hòng-sim. ,讓他管理帳務我比較放心。
2624,2569,3502,1,頭家出去收數矣。,Thâu-ke tshut-khì siu-siàu--ah. ,老闆出去收帳了。
2625,2570,3503,1,所有的代誌攏是伊咧扞盤，佮我無底代。,"Sóo-ū ê tāi-tsì lóng sī i teh huānn-puânn, kah guá bô tī-tāi. ",所有的事情都是他在操盤掌管，和我沒有關係。
2626,2571,3504,1,股市下晡點半收盤。,Kóo-tshī ē-poo tiám puànn siu-puânn. ,股市下午一點半收盤。
2627,2573,3506,1,明明是你毋著，閣欲死諍。,"Bîng-bîng sī lí m̄-tio̍h, koh beh sí-tsènn. ",明明是你不對，還要強辯。
2628,2575,3508,1,下早仔的生理真好，我早早就收擔矣！,"E-tsái-á ê sing-lí tsin hó, guá tsá-tsá tō siu-tànn--ah! ",早上生意很好，我很早就收攤了！
2629,2577,3510,1,你莫看伊瘦閣薄板，其實伊誠有擋頭。,"Lí mài khuànn i sán koh po̍h-pán, kî-si̍t i tsiânn ū-tòng-thâu. ",你別看他瘦巴巴的樣子，其實他很有耐力。
2630,2580,3513,1,代誌明明是你做的，你閣欲死賴人。,"Tāi-tsì bîng-bîng sī lí tsò--ê, lí koh beh sí-luā--lâng. ",事情明明是你做的，你還要硬賴給別人。
2631,2581,3514,1,像你按呢儉死錢，是欲按怎會好額？,"Tshiūnn lí án-ne khiām sí-tsînn, sī beh án-tsuánn ē hó-gia̍h? ",像你這樣存死錢不理財，怎麼會變有錢呢？
2632,2582,3515,1,老爸是有錢人。,In lāu-pē sī ū-tsînn-lâng. ,他爸爸是有錢人。
2633,2583,3516,1,恁厝內是啥物人咧扞頭？,Lín tshù-lāi sī siánn-mih lâng teh huānn-thâu? ,你們家是誰在負責掌理？
2634,2584,3517,1,咱做代誌愛有頭有尾，毋通虎頭鳥鼠尾。,"Lán tsò tāi-tsì ài ū-thâu-ū-bué, m̄-thang hóo-thâu niau-tshí bué. ",我們做事情要有始有終，不可以虎頭蛇尾。
2635,2586,3519,1,氣溫降低，人的血管會收縮。,"Khì-un kàng-kē, lâng ê hueh-kńg ē siu-sok. ",氣溫下降，人的血管會收縮。
2636,2587,3520,1,伊的成績袂䆀。,I ê sîng-tsik bē-bái. ,他的成績不錯。
2637,2588,3521,1,勸人做好代，較贏食早齋。,"Khǹg lâng tsò hó-tāi, khah iânn tsia̍h tsá-tsai. ",勸人做好事，勝過吃早齋。強調積功德要重實質而非形式。
2638,2590,3524,1,遐的柑仔分起來閣真有額。,Hia-ê kam-á pun--khí-lâi koh tsin ū-gia̍h. ,那些橘子分一分還很足夠。
2639,2591,3525,1,這馬干焦賰神明猶有人咧共扛轎。,Tsit-má kan-na tshun sîn-bîng iáu ū lâng teh kā kng-kiō. ,現在只剩神明還有人負責扛轎。
2640,2591,3526,1,較早若選舉伊攏共人扛轎，這擺伊欲家己出來選。,"Khah-tsá nā suán-kí i lóng kā lâng kng-kiō, tsit pái I beh ka-kī tshut-lâi suán. ",以前選舉他都負責幫人做事，這次卻是他自己要出來選了。
2641,2592,3527,1,收瀾收離離，囡仔好育飼。,"Siu-nuā siu-lī-lī, gín-á hó io-tshī. ",收口水收得乾淨一點，小孩比較好養育。此為進行這項習俗時的吉祥話。
2642,2594,3529,1,流汗,lâu kuānn,
2643,2594,3529,2,凊汗,tshìn-kuānn,冷汗
2644,2595,3530,1,臺灣有河無江。,Tâi-uân ū hô bô kang. ,
2645,2596,3532,1,水池,tsuí tî,
2646,2596,3532,2,游泳池,iû-íng-tî,
2647,2597,3533,1,一百箍,tsi̍t-pah khoo,一百塊錢
2648,2597,3534,1,百百款,pah-pah-khuán,式樣繁多
2649,2598,3536,1,竹椅,tik í,
2650,2598,3536,2,竹箸,tik tī,竹筷子
2651,2599,3537,1,糙米,tshò-bí,
2652,2599,3538,1,茶米,tê-bí,茶葉
2653,2599,3538,2,蝦米,hê-bí,
2654,2599,3539,1,番麥米,huan-be̍h bí,玉米粒
2655,2599,3539,2,柑仔米,kam-á bí,橘子果肉中的顆粒
2656,2599,3540,1,一米,tsi̍t bí,一公尺
2657,2601,3542,1,老練,láu-liān,
2658,2601,3542,2,英文真老,Ing-bûn tsin láu,英語很溜
2659,2601,3543,1,花已經老去矣！,Hue í king láu--khì--ah! ,花已經枯萎了！
2660,2601,3544,1,老字號,láu-jī-hō,
2661,2601,3545,1,老大,láu-tuā,
2662,2602,3546,1,老人,lāu-lâng,
2663,2602,3547,1,老症頭,lāu-tsìng-thâu,老毛病
2664,2602,3548,1,伊頂個月老去矣。,I tíng kò gue̍h lāu--khì--ah. ,他上個月去世了。
2665,2602,3549,1,老師,lāu-su,
2666,2603,3550,1,考牢大學,khó-tiâu tāi-ha̍k,考上大學
2667,2603,3551,1,高考,ko khó,國家高等考試
2668,2603,3551,2,聯考,liân-khó,
2669,2603,3552,1,考數,khó siàu,查帳
2670,2603,3552,2,考秤頭,khó tshìn-thâu,核對斤兩
2671,2604,3554,1,茶鈷耳,tê-kóo-hīnn,茶壺耳
2672,2605,3555,1,老爸講的話，伊聽袂入耳。,"In lāu-pē kóng ê uē, i thiann bē ji̍p-ní. ",他老爸說的話，他聽不進去。
2673,2605,3555,2,馬耳東風,má-ní-tong-hong,比喻把別人的話當耳邊風
2674,2605,3556,1,木耳,bo̍k-ní,
2675,2606,3557,1,作業凊彩聿聿咧就交出去。,Tsok-gia̍p tshìn-tshái u̍t-u̍t--leh tō kau tshut-khì. ,作業隨便寫兩下就交了出去。
2676,2606,3558,1,伊無張持去聿著漆。,I bô-tiunn-tî khì u̍t-tio̍h tshat. ,他不小心去沾到油漆。
2677,2607,3559,1,骨佮肉,kut kah bah,骨頭和肉
2678,2607,3560,1,龍眼乾肉,lîng-gíng-kuann bah,
2679,2607,3561,1,刀肉,to-bah,
2680,2607,3562,1,肉酥,bah-soo,肉鬆
2681,2607,3562,2,肉乾,bah-kuann,
2682,2607,3562,3,肉圓,bah-uân,
2683,2608,3563,1,出賣肉體,tshut-bē jio̍k-thé,出賣身體
2684,2608,3564,1,骨肉同胞,kut-jio̍k tông-pau,比喻血緣相同
2685,2608,3565,1,魚肉鄉民,gû-jio̍k hiong-bîn,
2686,2609,3566,1,奸臣,kan-sîn,
2687,2609,3566,2,大臣,tāi-sîn,
2688,2610,3567,1,自己,tsū-kí,
2689,2610,3568,1,自細漢,tsū sè-hàn,從小
2690,2611,3569,1,喙舌,tshuì-tsi̍h,舌頭
2691,2611,3569,2,舌根,tsi̍h-kin,
2692,2611,3570,1,火舌,hué-tsi̍h,
2693,2611,3570,2,西刀舌,sai-to-tsi̍h,紫貝、西施舌
2694,2612,3571,1,紅色,âng-sik,
2695,2612,3571,2,色緻,sik-tī,色澤
2696,2612,3572,1,面色,bīn-sik,臉色
2697,2612,3572,2,氣色,khì-sik,
2698,2612,3573,1,夜色,iā-sik,
2699,2612,3573,2,天色,thinn-sik,
2700,2612,3574,1,美色,bí-sik,
2701,2612,3574,2,好色,hònn-sik,貪戀美色
2702,2614,3577,1,艾虎,Ngāi Hóo,《小五義》中的人物
2703,2615,3578,1,貧血,pîn-hiat,
2704,2615,3578,2,血緣,hiat-iân,
2705,2616,3579,1,流血,lâu-hueh,
2706,2616,3579,2,補血,póo-hueh,
2707,2617,3580,1,一行字,tsi̍t hâng jī,
2708,2617,3581,1,銀行,gîn-hâng,
2709,2617,3582,1,行行出狀元,hâng-hâng tshut tsiōng-guân,
2710,2618,3583,1,品行,phín-hīng,
2711,2618,3584,1,歹人厚行,pháinn-lâng kāu hīng,壞人心眼特別多
2712,2619,3585,1,行路,kiânn-lōo,走路
2713,2619,3585,2,行船,kiânn-tsûn,
2714,2619,3586,1,錶仔定去袂行矣。,Pió-á tiānn--khì bē kiânn--ah.,手錶停掉不動了。
2715,2619,3586,2,藥氣有咧行。,Io̍h-khì ū teh kiânn.,藥效在運作。
2716,2619,3586,3,行經,kiânn-king,月經來潮
2717,2619,3587,1,志明佮春嬌當咧行。,Tsì-bîng kah Tshun-kiau tng-teh kiânn. ,志明和春嬌現在正在交往。
2718,2624,3592,1,伊老人目看報紙看袂清楚，緊提目鏡予伊。,"I lāu-lâng-ba̍k khuànn pò-tsuá khuànn bē tshing-tshó, kín the̍h ba̍k-kiànn hōo--i. ",他老花眼看報紙看不清楚，趕快拿眼鏡給他。
2719,2626,3594,1,阿義是兄弟姊妹內面的老大。,A-gī sī in hiann-tī-tsí-muē lāi-bīn ê láu-tuā. ,阿義在他們家排行老大。
2720,2626,3595,1,彼个穿烏衫的就是的老大。,Hit ê tshīng oo sann--ê tō sī in ê láu-tuā. ,那位穿黑衣的就是他們老大。
2721,2629,3598,1,佇基隆有一間服侍老大公的廟。,Tī ke-lâng ū tsi̍t king ho̍k-sāi lāu-tuā-kong ê biō. ,在基隆有一間祭拜孤魂野鬼的廟。
2722,2631,3600,1,彼个老公仔喙鬚白蔥蔥。,Hit-ê lāu-kong-á tshuì-tshiu pe̍h-tshang-tshang. ,那個老人有著白白的鬍鬚。
2723,2632,3601,1,你這个老不修，食遐老矣，猶閣想欲行酒家。,"Lí tsit ê lāu-put-siu, tsia̍h hiah lāu--ah, iáu-koh siūnn-beh kiânn tsiú-ka. ",你這個老不修，年紀一大把，還想上酒家。
2724,2633,3602,1,驚蟄烏，百日雨。,"Kenn-ti̍t oo, pah ji̍t hōo. ",陰曆二月驚蟄的時節若陰天，會下一百天雨。
2725,2633,3603,1,做百日,tsò pah-ji̍t,人死後滿一百天的時候，請僧、道設道場誦經齋祭的儀式
2726,2635,3605,1,你穿的衫是羊毛的。,Lí tshīng ê sann sī iûnn-mn̂g--ê. ,你穿的衣服是羊毛做的。
2727,2636,3606,1,你至少嘛愛共我講一聲。,Lí tsì-tsió mā ài kā guá kóng--tsi̍t-siann. ,你至少也要告訴我一聲。
2728,2637,3607,1,這領衫的色水袂䆀。,Tsit niá sann ê sik-tsuí bē-bái. ,這件衣服的顏色不錯。
2729,2646,3617,1,聽講張飛有羊仔目。,Thiann-kóng Tiunn Hui ū iûnn-á-ba̍k. ,聽說張飛有羊目。
2730,2649,3620,1,三叔公老去矣。,In sann tsik-kong lāu--khì--ah. ,他的三叔公去世了。
2731,2660,3633,1,逐个人攏嘛想欲過自由的生活。,Ta̍k-ê lâng lóng mā siūnn beh kuè tsū-iû ê sing-ua̍h. ,人人都想要過自由的生活。
2732,2662,3635,1,人生所追求的就是幸福自在的生活。,Jîn-sing sóo tui-kiû--ê tō sī hīng-hok tsū-tsāi ê sing-ua̍h. ,人生所追求的就是幸福自在的生活。
2733,2664,3637,1,我老早就知影伊有問題。,Guá láu-tsá tō tsai-iánn i ū būn-tê. ,我老早就知道他有問題。
2734,2666,3639,1,這領衛生衣是肉色的。,Tsit niá uē-sing-i sī bah-sik--ê.  ,這件衛生衣是肉色的。
2735,2667,3640,1,你的面看起來一點仔血色都無。,Lí ê bīn khuànn--khí-lâi tsi̍t-tiám-á hueh-sik to bô. ,你的臉看起來一點血色也沒有。
2736,2668,3642,1,彼間公司的管理百百空，莫怪做甲欲倒欲倒。,"Hit-king kong-si ê kuán-lí pah-pah-khang, bo̍k-kuài tsò kah beh tó beh tó. ",那間公司的管理漏洞百出，難怪幾乎經營不起來。
2737,2669,3643,1,這一切攏是你自作自受。,Tse it-tshè lóng sī lí tsū-tsok-tsū-siū. ,這一切都是你自作自受。
2738,2670,3644,1,是你自作孽才著受遮的苦，免怨嘆。,"Sī lí tsū-tsok-gia̍t tsiah tio̍h siū tsia ê khóo, bián uàn-thàn. ",是你自己招來的惡孽讓你受了苦，不用抱怨。
2739,2671,3645,1,你著愛自我反省。,Lí tio̍h-ài tsū-ngóo huán-síng. ,你一定要自我反省。
2740,2671,3646,1,做人毋通傷自我。,Tsò-lâng m̄-thang siunn tsū-ngóo. ,做人不可以太過自我。
2741,2673,3648,1,老的老步定，少年的較懂嚇。,"Lāu--ê lāu-pōo-tiānn, siàu-liân--ê khah táng-hiannh. ",年長者做事老成穩重，年輕人做事較莽撞。
2742,2675,3650,1,彼个人哪會遐自私？,Hit ê lâng ná-ē hiah tsū-su? ,那個人怎麼會這麼自私？
2743,2682,3656,1,為著趁一屑仔錢，老命險無去。,"Uī tio̍h thàn tsi̍t-sut-á-tsînn, lāu-miā hiám bô--khì. ",為了一點點錢，老命差點丟了。
2745,2687,3661,1,阮自底就蹛佇遐。,Guán tsū-té tō tuà tī hia. ,我們以前就住那。
2746,2692,3666,1,阮老的明仔載欲去日本。,Guán lāu--ê bîn-á-tsài beh khì Ji̍t-pún. ,我老伴明天要去日本。
2747,2692,3667,1,阮查埔老的性地誠好。,Guán tsa-poo lāu--ê sìng-tē tsiânn hó. ,我父親脾氣很好。
2748,2693,3668,1,一耳空入，一耳空出。,"Tsi̍t hīnn-khang ji̍p, tsi̍t hīnn-khang tshut. ",右耳進、左耳出。比喻善忘。
2749,2695,3670,1,食老耳空重,tsia̍h-lāu hīnn-khang-tāng,上了年紀重聽
2750,2697,3672,1,你就是耳空輕，才會定定予人騙。,"Lí tō-sī hīnn-khang-khin, tsiah ē tiānn-tiānn hōo lâng phiàn. ",你就是耳根軟，才會常常被人騙。
2751,2701,3676,1,你愛較有自信咧。,Lí ài khah ū tsū-sìn--leh. ,你要有自信些。
2752,2704,3679,1,伊是行後尾門才會當佇遮食頭路。,I sī kiânn-āu-bué-mn̂g tsiah ē-tàng tī-tsia tsia̍h-thâu-lōo. ,他是靠走後門才能來這裡上班。
2753,2705,3680,1,新正阮欲去大姨仔兜行春。,Sin-tsia guán beh khì tuā-î-á in tau kiânn-tshun. ,過年時我們大家要去大阿姨她們家拜年。
2754,2705,3681,1,今仔日去草山行春。,In kin-á-ji̍t khì Tsháu-suann kiânn-tshun. ,他們今天去陽明山踏春。
2755,2708,3684,1,這間行郊已經有一百冬矣！,Tsit king hâng-kau í-king ū tsi̍t-pah tang--ah! ,這間商行已經有一百年了！
2756,2709,3685,1,伊放火燒人的車，上好去自首。,"I pàng-hué sio lâng ê tshia, siōng hó khì tsū-siú. ",他放火燒人家車，最好去自首。
2757,2710,3686,1,伊自修學德國話學甲足老。,I tsū-siu o̍h tik-kok-uē o̍h kah tsiok láu. ,他自修學德語學得很流利。
2758,2711,3687,1,食老煞老倒勼。,Tsia̍h-lāu suah lāu-tò-kiu. ,年紀大了卻體型縮小。
2759,2714,3690,1,老大人血氣較袂順。,Lāu-tuā-lâng hueh-khì khah bē sūn. ,老年人血液的運行比較差。
2760,2715,3691,1,有燒香有保庇，有食藥有行氣。,"Ū sio-hiunn ū pó-pì, ū tsia̍h io̍h ū kiânn-khì. ",有燒香就會得神佛保佑，有吃藥就會有療效。
2761,2718,3694,1,予人做肉砧。,Hōo lâng tsò bah-tiam. ,被人家當作砧板。即當作凌辱、欺負的對象。
