例句編號,主編號,釋義編號,例句順序,例句,例句標音,華語翻譯
4529,4254,5884,1,枉費我對你付出遮爾仔濟，你一點仔都毋知。,"Óng-huì guá tuì lí hù-tshut tsiah-nī-á tsē, lí tsi̍t-tiám-á to m̄ tsai. ",枉費我對你付出這麼多，你一點都不知道。
4530,4262,5892,1,你對我的心意我攏明瞭。,Lí tuì guá ê sim-ì guá lóng bîng-liâu. ,你對我的心意我都瞭解。
4531,4263,5893,1,有話就明講，毋通囥佇心肝內。,"Ū uē tō bîng-kóng, m̄-thang khǹg tī sim-kuann-lāi. ",有話就明講，不要放在心裡頭。
4532,4264,5894,1,伊的企圖真明顯，逐家一看就知。,"I ê khì-tôo tsin bîng-hián, ta̍k-ke tsi̍t khuànn tō tsai. ",他的企圖真明顯，大家一看就曉得。
4533,4265,5895,1,動武,tāng-bú,
4534,4265,5896,1,練武,liān-bú,學習武功
4535,4266,5897,1,這件代誌愛沓沓仔來。,Tsit kiānn tāi-tsì ài ta̍uh-ta̍uh-á lâi. ,這件事情要慢慢地做。
4536,4266,5898,1,伊沓沓來交關。,I ta̍uh ta̍uh lâi kau-kuan. ,他時常來交易。
4537,4267,5899,1,雪文沫,sap-bûn phue̍h,肥皂泡沫
4538,4268,5900,1,藏水沬,tshàng-tsuí-bī,潛水
4539,4268,5901,1,伊若看著媠查某，就規个人攏沬落去矣。,"I nā khuànn-tio̍h suí tsa-bóo, tō kui ê lâng lóng bī--lo̍h-khì--ah. ",他一看到漂亮的女生，就整個人都沈迷在其中。
4540,4269,5902,1,河水,hô-tsuí,
4541,4269,5903,1,河溪,hô-khe,銀河
4542,4270,5904,1,豬油,ti-iû,
4543,4270,5904,2,塗豆油,thôo-tāu-iû,花生油
4544,4270,5905,1,豆油,tāu-iû,醬油
4545,4270,5906,1,足油的,tsiok iû--ê,很油膩
4546,4270,5906,2,頭毛油金,thâu-mn̂g iû-kim,頭髮烏黑亮麗
4547,4270,5907,1,敲油,khà-iû,敲竹槓
4548,4270,5908,1,目油,ba̍k-iû,眼睛的分泌物
4549,4270,5909,1,伊做人誠油。,I tsò-lâng tsiânn iû. ,他做人很圓滑。
4550,4270,5910,1,頭毛油,thâu-mn̂g iû,髮霜
4551,4270,5911,1,柴油,tshâ-iû,
4552,4271,5912,1,治安,tī-an,
4553,4271,5912,2,治國,tī kok,
4554,4271,5913,1,干焦你會當治伊爾爾。,Kan-na lí ē-tàng tī i niā-niā. ,只有你可以對付他而已。
4555,4271,5914,1,治罪,tī-tsuē,
4556,4271,5915,1,治病,tī-pēnn,醫病
4557,4271,5916,1,治學,tī ha̍k,
4558,4272,5917,1,胡蠅咧沾彼盤菜。,Hôo-sîn teh tsam hit puânn tshài. ,蒼蠅在沾那盤菜。
4559,4273,5918,1,沿襲,iân-si̍p,依循舊法
4560,4273,5919,1,沿海,iân-hái,靠海的地方
4561,4273,5920,1,這項物件你是包幾沿？,Tsit hāng mi̍h-kiānn lí sī pau kuí iân? ,這件東西你是包了幾層？
4562,4273,5921,1,頂下沿,tíng-ē iân,前後輩
4563,4274,5922,1,泅水,siû-tsuí,
4564,4274,5923,1,拍滂泅,phah-phōng-siû,小孩子玩水
4565,4275,5924,1,疔仔的膿泏出來矣。,Ting-á ê lâng tsuh--tshut-lâi--ah. ,疔瘡的膿汁滲出來了。
4566,4276,5925,1,水泏出來矣。,Tsuí tsuah--tshut-lâi--ah. ,水濺出來了。
4567,4277,5926,1,水沿路行沿路泏。,Tsuí iân-lōo kiânn iân-lōo tsuat. ,水一路走一路濺出來。
4568,4278,5927,1,啉泔,lim ám,喝米湯
4569,4278,5927,2,撩泔,liô ám,舀取稀飯最上面的湯汁
4570,4278,5928,1,煮了傷泔,tsú liáu siunn ám,煮得太稀
4571,4278,5928,2,泔糜仔,ám-muê-á,稀飯
4572,4279,5929,1,有法度,ū huat-tōo,有辦法
4573,4279,5930,1,手法,tshiú-huat,
4574,4279,5930,2,扛有法,kng ū-huat,抬得動
4575,4279,5931,1,合法,ha̍p-huat,
4576,4279,5931,2,犯法,huān-huat,
4577,4279,5932,1,法事,huat-sū,
4578,4279,5933,1,法門,huat-bûn,
4579,4279,5934,1,法國,Huat-kok,
4580,4282,5937,1,今仔日風誠透，恁莫去海邊仔泅水。,"Kin-á-ji̍t hong tsiânn thàu, lín mài khì hái-pinn-á siû-tsuí. ",今天風很大，你們別去海邊游泳。
4581,4286,5941,1,近來社會的治安有較䆀。,Kīn-lâi siā-huē ê tī-an ū khah bái. ,最近社會上的治安比較差。
4582,4291,5946,1,沓沓仔行,ta̍uh-ta̍uh-á kiânn,慢慢走
4583,4292,5947,1,我閣有一大堆沓沓滴滴的代誌愛做。,Guá koh ū tsi̍t-tuā-tui ta̍p-ta̍p-tih-tih ê tāi-tsì ài tsò. ,我還有一大堆繁雜的事情要做。
4584,4293,5948,1,灶跤的塗跤油肭肭。,Tsàu-kha ê thôo-kha iû-leh-leh. ,廚房的地板油膩膩的。
4585,4294,5949,1,我欲來去清灶台的油垢。,Guá beh lâi-khì tshing tsàu-tâi ê iû-káu. ,我要去清理流理臺上的油汙。
4586,4295,5950,1,這項代誌我嘛無法度。,Tsit hāng tāi-tsì guá mā bô huat-tōo. ,這件事我也沒有辦法。
4587,4295,5951,1,咱做代誌著愛照法度來行。,Lán tsò tāi-tsì tio̍h ài tsiàu huat-tōo lâi kiânn. ,我們做事情必須依循規則來走。
4588,4297,5953,1,恁遮有啥物好食的通治枵？,Lín tsia ū siánn-mih hó-tsia̍h--ê thang tī-iau? ,你們這邊有什麼好吃的可以充飢？
4589,4302,5959,1,你愛緊去治病，才袂過人。,"Lí ài kín khì tī-pēnn, tsiah bē kuè--lâng. ",你要快去治療，才不會傳染給別人。
4590,4312,5969,1,伊會當出國，予人真欣羨。,"I ē-tàng tshut-kok, hōo lâng tsin him-siān. ",他可以出國，讓人很羨慕。
4591,4314,5971,1,沿路的風景袂䆀。,Iân-lōo ê hong-kíng bē-bái. ,沿路的風景不錯。
4592,4315,5973,1,這是別人的代誌，你莫咧沓滴。,"Tse sī pa̍t-lâng ê tāi-tsì, lí mài teh ta̍p-tih. ",這是別人的事，你不要多管。
4593,4321,5979,1,肺癆著愛蹛院做長期的治療。,Hì-lô tio̍h ài tuà-īnn tsò tn̂g-kî ê tī-liâu. ,肺結核要住院做長期的治療。
4594,4323,5981,1,伊的胃毋好，較無愛食油臊。,"I ê uī m̄ hó, khah bô ài tsia̍h iû-tsho. ",他的胃不好，比較不喜歡吃油膩葷腥的食物。
4595,4326,5984,1,水疱,tsuí-phā,
4596,4326,5984,2,膨疱,phòng-phā,起水泡 
4597,4327,5985,1,泡牛奶,phàu gû-ling,
4598,4327,5985,2,泡茶,phàu tê,
4599,4327,5986,1,茶欲好啉著第二泡。,Tê beh hó lim tio̍h tē-jī phàu. ,沖第二次的茶較好喝。
4600,4328,5987,1,雪文泡,sap-bûn pho,肥皂泡
4601,4328,5988,1,講甲喙角全泡,kóng kah tshuì-kak tsuân pho,說得口沫橫飛
4602,4329,5989,1,泡泡,phò-phò,疏鬆口感的
4603,4329,5989,2,泡粿,phò-kué,一種粿名
4604,4330,5990,1,海波浪,hái-pho-lōng,海浪
4605,4330,5991,1,聲波,siann-pho,
4606,4331,5992,1,注射,tsù-siā,注射藥物
4607,4331,5993,1,注音,tsù-im,
4608,4332,5994,1,落注,lo̍h-tù,下注
4609,4332,5995,1,一注錢,tsi̍t tù tsînn,一筆錢
4610,4333,5996,1,炊便當,tshue piān-tong,蒸便當
4611,4333,5996,2,炊粿,tshue-kué,蒸糕點
4612,4334,5997,1,火真炎,hué tsin iām,火很旺
4613,4334,5998,1,發炎,huat-iām,
4614,4334,5998,2,關節炎,kuan-tsat-iām,
4615,4335,5999,1,炒菜,tshá tshài,
4616,4335,5999,2,炒麵,tshá mī,
4617,4336,6000,1,炕白菜,khòng pe̍h-tshài,滷白菜
4618,4336,6000,2,炕塗窯,khòng thôo-iô,窯燒蕃薯
4619,4337,6001,1,囡仔學爬,gín-á o̍h pê,小孩學爬行
4620,4337,6001,2,做狗爬,tsò káu pê,像狗一樣爬行
4621,4338,6002,1,相爭,sio-tsenn,
4622,4339,6003,1,爸，我欲出門矣。,"Pâ, guá beh tshut-mn̂g--ah. ",爸，我要出門了。
4623,4340,6004,1,阮老爸無佇遮。,Guán lāu-pē bô tī tsia. ,我爸爸不在這裡。
4624,4341,6005,1,排版,pâi-pán,
4625,4341,6006,1,頭版,thâu-pán,
4626,4341,6006,2,版面,pán-bīn,
4627,4341,6007,1,初版,tshoo pán,
4628,4341,6007,2,二版,jī pán,
4629,4341,6008,1,宋版,Sòng-pán,宋朝版本的書籍
4630,4342,6009,1,動物,tōng-bu̍t,
4631,4342,6009,2,植物,si̍t-bu̍t,
4632,4342,6009,3,萬物,bān-bu̍t,
4633,4343,6010,1,物件,mi̍h-kiānn,東西
4635,4344,6011,1,訴狀,sòo-tsn̄g,
4636,4344,6012,1,獎狀,tsióng-tsn̄g,
4637,4344,6012,2,權狀,khuân-tsn̄g,
4638,4347,6015,1,彼个就是這擺考試的狀元。,Hit ê tō sī tsit pái khó-tshì ê tsiōng-guân. ,那位就是這次考試的榜首。
4639,4350,6019,1,這項物件愛注文，無現賣的。,"Tsit hāng mi̍h-kiānn ài tsù-bûn, bô hiān-bē--ê. ",這件東西要事先訂購，當場沒有現貨可賣。
4640,4358,6027,1,伊的行為引起人的注目。,I ê hîng-uî ín-khí lâng ê tsù-bo̍k. ,他的行為引起人家的注目。
4641,4358,6028,1,我手裡有物件，干焦會當共你注目。,"Guá tshiú--lí ū mi̍h-kiānn, kan-na ē-tàng kā lí tsù-bo̍k. ",我手上有東西，所以只能向你行注目禮。
4642,4359,6029,1,你手提的是啥物物件？,Lí tshiú the̍h--ê sī siánn-mih mi̍h-kiānn? ,你手裡拿的是什麼東西？
4643,4360,6030,1,我這陣咧炕肉，你共我鬥影一下。,"Guá tsit-tsūn teh khòng-bah, lí kā guá tàu iánn--tsi̍t-ē. ",我現在在燉肉，你幫我注意著點。
4644,4360,6031,1,伊上愛食炕肉。,I siōng ài tsia̍h khòng-bah. ,他最喜歡吃炕肉。
4645,4361,6032,1,等甲爸老囝幼，你就艱苦矣。,"Tán kah pē-lāu-kiánn-iù, lí tō kan-khóo--ah. ",等到父老子幼時，你就辛苦了。
4646,4367,6038,1,賣物食,bē mi̍h-tsia̍h,販賣食用品
4647,4368,6040,1,囡仔上驚注射。,Gín-á siōng kiann tsù-siā. ,小孩子最怕打針。
4648,4368,6041,1,伊烏白去共我注射。,I oo-pe̍h khì kā guá tsù-siā. ,他胡亂詆毀我。
4649,4370,6043,1,老狐狸,lāu hôo-lî,
4650,4373,6046,1,暗頓有啥物物配？,Àm-tǹg ū siánn-mih mi̍h-phuè? ,晚上有什麼配菜？
4651,4377,6051,1,山路誠歹行，咱著愛較注意咧。,"Suann-lōo tsiânn pháinn-kiânn, lán tio̍h ài khah tsù-ì--leh. ",山路很難走，我們要多留意。
4652,4386,6060,1,這是好的，彼是歹的。,"Tse sī hó--ê, he sī pháinn--ê. ",這是好的，那是壞的。
4653,4386,6060,2,我足受氣的。,Guá tsiok siū-khì--ê. ,我真生氣。
4654,4386,6061,1,賣菜的,bē-tshài--ê,賣菜的人
4655,4386,6061,2,王的,Ông--ê,老王
4656,4386,6061,3,董的,táng--ê,董事長
4657,4386,6062,1,昨昏買的大本冊。,Tsa-hng bé--ê tuā pún tsheh. ,昨天買的大本書。
4658,4386,6063,1,花是紅的。,Hue sī âng--ê. ,花是紅色的。
4659,4386,6063,2,草是青的。,Tsháu sī tshenn--ê. ,草是青色的。
4660,4387,6064,1,我的冊,guá ê tsheh,我的書
4661,4387,6064,2,伊的名,i ê miâ,他的名字
4662,4388,6065,1,盲人,bông-jîn,眼睛失明的人
4663,4388,6066,1,盲從,bông-tsiông,不明是非，毫無主見的附和他人。
4664,4389,6067,1,直路,ti̍t lōo,
4665,4389,6067,2,直線,ti̍t-suànn,
4666,4389,6068,1,條直,tiâu-ti̍t,坦率
4667,4389,6069,1,直直講話,ti̍t-ti̍t kóng-uē,一直說話
4668,4389,6069,2,直直落,ti̍t-ti̍t lo̍h,下個不停
4669,4389,6070,1,花袂直,hue bē ti̍t,指攪擾不清
4670,4390,6071,1,知影,tsai-iánn,
4671,4390,6071,2,知苦,tsai-khóo,
4672,4390,6072,1,毋知人,m̄-tsai-lâng,不省人事
4673,4391,6073,1,知情,ti-tsîng,
4674,4391,6073,2,通知,thong-ti,
4675,4391,6074,1,知府,ti-hú,明清兩代時一府的行政官
4676,4392,6075,1,酒矸仔,tsiú-kan-á,酒瓶
4677,4392,6076,1,一矸米酒,tsi̍t kan bí-tsiú,一瓶米酒
4678,4393,6077,1,庄社,tsng-siā,
4679,4393,6077,2,社區,siā-khu,
4680,4393,6078,1,番社,huan-siā,原住民聚落的舊稱
4681,4393,6079,1,報社,pò-siā,
4682,4393,6079,2,扶輪社,Hû-lûn-siā,
4683,4393,6080,1,旅行社,lí-hîng-siā,
4684,4394,6081,1,祀公媽,tshāi kong-má,供奉祖先牌位
4685,4395,6082,1,破空,phuà-khang,破洞
4686,4395,6082,2,毛管空,mn̂g-kńg-khang,毛細孔
4687,4395,6083,1,好空,hó-khang,好處
4688,4395,6083,2,歹空,pháinn-khang,壞處、沒搞頭
4689,4395,6084,1,變空,pìnn-khang,設陷阱
4690,4395,6084,2,空頭濟,khang-thâu tsē,花樣多
4691,4395,6085,1,空厝,khang tshù,空屋
4692,4395,6085,2,空空,khang-khang,空空的
4693,4395,6086,1,空話,khang-uē,
4694,4395,6087,1,物件賣甲空空。,Mi̍h-kiānn bē kah khang-khang. ,東西賣光光。
4695,4395,6088,1,空歡喜,khang huann-hí,白高興
4696,4396,6089,1,三百空五,sann-pah khòng gōo,三百零五
4697,4397,6090,1,我佮伊是知己。,Guá kah i sī ti-kí. ,我和他是知己。
4698,4398,6091,1,你毋是去買物件，哪會空手轉來？,"Lí m̄ sī khì bé mi̍h-kiānn, ná ē khang-tshiú tńg--lâi? ",你不是要去買東西，怎麼空手回來？
4699,4401,6094,1,你知死矣你，連警察你都敢拍！,"Lí tsai-sí--ah lí, liân kíng-tshat lí to kánn phah! ",你該死了，連警察你都敢打！
4700,4402,6095,1,𪜶欲去的所在你敢知位？,In beh khì ê sóo-tsāi lí kám tsai-uī? ,他們要去的地方你知道位置嗎？
4701,4403,6096,1,做人若知足，日子就會較好過。,"Tsò-lâng nā ti-tsiok, ji̍t-tsí tō ē khah hó kuè. ",做人如果能夠知足，日子就會比較好過。
4702,4404,6098,1,人講斷掌查埔做相公，斷掌查某守空房。,"Lâng kóng tn̄g-tsiúnn tsa-poo tsò siùnn-kang, tn̄g-tsiúnn tsa-bóo tsiú khang-pâng. ",俗云斷掌的男人有福氣，會當官，但是斷掌的女人卻會剋夫，而獨守空閨。
4703,4405,6099,1,這條路直直攏免轉斡。,Tsit tiâu lōo ti̍t-ti̍t lóng bián tńg-uat. ,這條路很直都不用轉彎。
4704,4405,6100,1,直直講,ti̍t-ti̍t kóng,一直說
4705,4405,6100,2,直直食,ti̍t-ti̍t tsia̍h,一直吃
4706,4405,6101,1,你直直去共伊講就會使，免揣對我遮來。,"Lí ti̍t-ti̍t khì kā i kóng tō ē-sái, bián tshuē tuì guá tsia lâi. ",你直接去跟他講就可以，不用找到我這裡來。
4707,4406,6102,1,當初叫你莫耍股票你毋聽，這馬攏輸了才知苦！,"Tong-tshoo kiò lí mài sńg kóo-phiò lí m̄ thiann, tsit-má lóng su-liáu tsiah tsai-khóo! ",當初叫你別玩股票你不聽，現在全輸光才知道有苦頭可受！
4708,4409,6105,1,這幫車直透花蓮，中間攏無停。,"Tsit pang tshia ti̍t-thàu Hua-lian, tiong-kan lóng bô thîng. ",這班車直達花蓮，中間沒停。
4709,4410,6106,1,空喙真大裂。,Khang-tshuì tsin tuā li̍h. ,傷口裂縫很大。
4710,4411,6107,1,你毋通空喙哺舌誣賴別人。,Lí m̄-thang khang-tshuì-pōo-tsi̍h bû-luā pa̍t-lâng. ,你不能夠空口無憑地誣賴別人。
4711,4411,6108,1,空喙哺舌無路用，無去做攏無準算。,"Khang-tshuì-pōo-tsi̍h bô-lōo-īng, bô khì tsò lóng bô tsún-sǹg.",光說不練沒有用，不去做都不算數。
4712,4412,6109,1,空殼支票,khang-khak tsi-phiò,空頭支票
4713,4412,6109,2,空殼厝,khang-khak tshù,空屋
4714,4414,6111,1,空間無夠大。,Khong-kan bô kàu tuā. ,空間不夠大。
4715,4414,6112,1,發展的空間,huat-tián ê khong-kan,
4716,4415,6113,1,社會風氣,siā-huē hong-khì,
4717,4415,6114,1,上流社會,siōng-liû siā-huē,
4718,4416,6115,1,伊彼支鼻看起來直溜溜，真媠。,"I hit ki phīnn khuànn--khí-lâi ti̍t-liu-liu, tsin suí. ",她那個鼻子看起來直挺挺的，真漂亮。
4719,4418,6117,1,若無醫生的處方，空腹毋通烏白食藥仔。,"Nā-bô i-sing ê tshú-hng, khang-pak m̄-thang oo-pe̍h tsia̍h io̍h-á. ",如果未經醫生處方，空腹不可以胡亂吃藥。
4720,4420,6119,1,伊這个人直腸直肚，有啥講啥，請你毋通見怪。,"I tsit ê lâng ti̍t-tn̂g-ti̍t-tōo, ū siánn kóng siánn, tshiánn lí m̄-thang kiàn-kuài. ",他這人是個直腸子，有什麼說什麼，請你不要見怪。
4721,4424,6123,1,你敢知影伊叫啥物名？,Lí kám tsai-iánn i kiò siánn-mih miâ? ,你知道他叫什麼名字嗎？
4722,4425,6124,1,的確的代誌才通講。,Tik-khak ê tāi-tsì tsiah thang kóng. ,確定的事情才可以說。
4723,4425,6125,1,伊的確是去寒著，今仔日才無來。,"I tik-khak sī khì kuânn--tio̍h, kin-á-ji̍t tsiah bô lâi. ",他可能是感冒了，所以今天才沒有來。
4724,4427,6128,1,伊這个人空頭誠濟。,I tsit ê lâng khang-thâu tsiânn tsē. ,他這個人花樣很多。
4725,4427,6129,1,空頭支票,khang-thâu tsi-phiò,
4726,4428,6130,1,你窗仔門關無好，風攏對空縫吹入來矣！,"Lí thang-á-mn̂g kuainn bô hó, hong lóng tuì khang-phāng tshue--ji̍p-lâi--ah! ",你窗戶沒關好，風都從空隙中吹進來了！
4727,4428,6131,1,伊上愛掠人的空縫。,I siōng ài lia̍h lâng ê khang-phāng. ,他最喜歡抓別人的錯誤。
4728,4430,6133,1,糾筋,kiù-kin,抽筋
4729,4430,6133,2,糾帶,kiù-tuà,鬆緊帶
4730,4431,6134,1,這罔去矣。,Tse bóng khì--ah. ,姑且這樣子吧。
4731,4431,6134,2,罔食,bóng tsia̍h,將就著吃
4732,4431,6134,3,罔飼,bóng-tshī,姑且餵養著
4733,4432,6135,1,羌仔,kiunn-á,山羌
4734,4433,6136,1,學者,ha̍k-tsiá,
4735,4433,6136,2,使用者,sú-iōng-tsiá,
4736,4434,6137,1,手股頭,tshiú-kóo-thâu,上手臂
4737,4434,6138,1,翼股,si̍t-kóo,翅膀骨連肌合稱
4738,4434,6139,1,股票,kóo-phiò,
4739,4434,6140,1,一股線,tsi̍t kóo suànn,
4740,4434,6141,1,一股菜,tsi̍t kóo tshài,一畦菜
4741,4435,6142,1,四肢無力,sù-ki bô-la̍t,
4742,4435,6143,1,一肢手,tsi̍t ki tshiú,一隻手
4743,4435,6143,2,一肢跤,tsi̍t ki kha,一隻腳
4744,4436,6144,1,矮肥,é-puî,又矮又肥
4745,4436,6145,1,這塊田真肥。,Tsit tè tshân tsin puî. ,這塊地很肥沃。
4746,4436,6146,1,這塊肉是肥的。,Tsit tè bah sī puî--ê. ,
4747,4436,6147,1,擔肥,tann-puî,挑糞
4748,4436,6147,2,沃肥,ak-puî,澆肥、施肥
4749,4436,6148,1,落肥,lo̍h-puî,施肥
4750,4437,6149,1,你是肯抑毋肯？,Lí sī khíng ia̍h m̄ khíng? ,你願意不願意？
4751,4437,6150,1,肯定,khíng-tīng,
4752,4438,6151,1,肺部,hì-pōo,
4753,4439,6152,1,芟草,sing tsháu,除草
4754,4439,6152,2,芟菜,sing tshài,將生長過密或太小的菜苗拔除
4755,4440,6153,1,這項菜芡一寡蔥仔較芳。,Tsit hāng tshài khiàn tsi̍t-kuá tshang-á khah phang. ,這道菜爆一點蔥花比較香。
4756,4441,6154,1,錦上添花,kím-siōng-thiam-hua,
4757,4441,6155,1,花燭,hua-tsiok,美麗的蠟燭
4758,4441,6155,2,花容月貌,hua iông gua̍t māu,
4759,4441,6156,1,花花世界,hua-hua sè-kài,
4760,4441,6156,2,花言巧語,hua giân khá gí,
4761,4442,6157,1,花蕊,hue-luí,花朵
4762,4442,6158,1,錢算了花去。,Tsînn sǹg liáu hue--khì. ,數錢亂掉了。
4763,4442,6159,1,伊閣咧花矣。,I koh teh hue--ah. ,他又在耍賴了。
4764,4442,6160,1,這塊布誠花。,Tsit tè pòo tsiânn hue. ,這塊布很花。
4765,4442,6161,1,伊真花,i tsin hue,他很花心
4766,4442,6162,1,目睭花花。,Ba̍k-tsiu hue-hue. ,視力不良看不清楚。
4767,4442,6163,1,弄喙花,lāng-tshuì-hue,耍嘴皮
4768,4442,6163,2,搖尻川花,iô kha-tshng hue,搖屁股
4769,4442,6164,1,粗花,tshoo hue,
4770,4443,6165,1,花真芳,hue tsin phang,花真香
4771,4443,6166,1,米芳,bí-phang,米花。一種傳統點心。
4772,4444,6167,1,伊逐工欲出門進前，攏愛𫝺一寡芳水。,"I ta̍k kang beh tshut-mn̂g tsìn-tsîng, lóng ài hiù tsi̍t-kuá phang-tsuí. ",他每天要出門之前，都要灑一點香水。
4773,4448,6171,1,這个嬰仔飼甲誠肨奶，看起來足古錐。,"Tsit ê enn-á tshī kah tsiânn hàng-ling, khuànn--khí-lâi tsiok kóo-tsui. ",這個嬰兒養得肥肥胖胖的，看起來好可愛。
4774,4451,6174,1,閒閒無代誌，罔行嘛好。,"Îng îng bô tāi-tsì, bóng kiânn mā hó. ",閒著沒事做，姑且走一走也好。
4775,4452,6176,1,伊是一塊肥肉，逐家攏咧相爭搶。,"I sī tsi̍t tè puî-bah, ta̍k-ke lóng teh sio-tsenn tshiúnn. ",他是一個大利益，大家都在爭搶。
4776,4456,6180,1,我的房內全是花的芳味。,Guá ê pâng-lāi tsuân sī hue ê phang-bī. ,我的房裡都是花的香味。
4777,4458,6184,1,彼間公司我有股東。,Hit king kong-si guá ū kóo-tong. ,那間公司我有投資相當的股份。
